ImageFile,Shock,ID,ConditioningLoop.thisRepN,ConditioningLoop.thisTrialN,ConditioningLoop.thisN,ConditioningLoop.thisIndex,WelcomeContinue.keys,WelcomeContinue.rt,ICContinue1.keys,ICContinue1.rt,ICContinue2.keys,ICContinue2.rt,CSContinue.keys,CSContinue.rt,participant,session,date,expName,frameRate,
,,,,,,,space,3.7026660532942515,,,,,,,,001,2019_Feb_13_1847,AggPrototype,59.968949655744666,
,,,,,,,,,space,2.803929305605834,,,,,,001,2019_Feb_13_1847,AggPrototype,59.968949655744666,
,,,,,,,,,,,return,17.462288174741843,,,,001,2019_Feb_13_1847,AggPrototype,59.968949655744666,
,,,,,,,,,,,,,space,5.153852890678536,,001,2019_Feb_13_1847,AggPrototype,59.968949655744666,
images/Face1.jpg,0,1,0,0,0,0,,,,,,,,,,001,2019_Feb_13_1847,AggPrototype,59.968949655744666,
images/Face3.jpg,2,3,0,1,1,2,,,,,,,,,,001,2019_Feb_13_1847,AggPrototype,59.968949655744666,
images/Face2.jpg,1,2,0,2,2,1,,,,,,,,,,001,2019_Feb_13_1847,AggPrototype,59.968949655744666,
images/Face1.jpg,0,1,1,0,3,0,,,,,,,,,,001,2019_Feb_13_1847,AggPrototype,59.968949655744666,
